,screen_name,text,is_quote,is_retweet,retweet_text
1023,UN_CYPRUS,"#TBT to earlier this month, when #UNFICYP marked #WorldEnvironmentDay. Our personnel rolled up their sleeves to clean up parts of the @UN #bufferzone. 
Watch 👇@UNPeacekeeping @UNPOL https://t.co/eiPRez4b5t",FALSE,FALSE,NA
1032,UN_CYPRUS,"Tune in to this edition of our podcast as we interviewed 2 #UNFICYP staff working in different areas of the Mission and who are contributing 2 maintain our shared environment in the #bufferzone.

🎤 https://t.co/QYB7XHXAry

📸Ľuboš Podhorský https://t.co/oOW5Gx3eZ3",FALSE,FALSE,NA
1033,UN_CYPRUS,"Ready to take #ClimateAction❓ 

This app helps you reduce your carbon footprint - and have fun along the way! 

#ActNow and see what you can do ➡ https://t.co/bHvfdf1U0r https://t.co/ZmR32Zgyrh",FALSE,TRUE,"Ready to take #ClimateAction❓ 

This app helps you reduce your carbon footprint - and have fun along the way! 

#ActNow and see what you can do ➡ https://t.co/bHvfdf1U0r https://t.co/ZmR32Zgyrh"
1041,UN_CYPRUS,"Having more data = more knowledge to inform #climateaction policies.

The #GenerationEquality Forum Action Coalition on Feminist Action for Climate Justice aims to increase the collection and use of data on the gender-environment nexus. 

🌱https://t.co/7uzgjdHHf5 #ActForEqual https://t.co/HpCPzXjpRy",FALSE,TRUE,"Having more data = more knowledge to inform #climateaction policies.

The #GenerationEquality Forum Action Coalition on Feminist Action for Climate Justice aims to increase the collection and use of data on the gender-environment nexus. 

🌱https://t.co/7uzgjdHHf5 #ActForEqual https://t.co/HpCPzXjpRy"
1042,UN_CYPRUS,"#COVID19 has demonstrated the importance of science &amp; global cooperation. 

New @UNESCO report shows international scientific collaboration is growing - good news for research on global challenges like the climate crisis, biodiversity loss &amp; disease. https://t.co/a7HIB3wt3q https://t.co/EZjdRTgFI7",FALSE,TRUE,"#COVID19 has demonstrated the importance of science &amp; global cooperation. 

New @UNESCO report shows international scientific collaboration is growing - good news for research on global challenges like the climate crisis, biodiversity loss &amp; disease. https://t.co/a7HIB3wt3q https://t.co/EZjdRTgFI7"
1046,UN_CYPRUS,"Let’s build a greener future together! 🌎🌱

Find out how to become a United Nations Youth Champions for Environment and Peace 👉 https://t.co/bwp6jLJNPp

We are accepting applications until 2️⃣8️⃣ June. The programme will run with the @cyBritish through the #COOPower project. https://t.co/fYRexJxIQg",FALSE,FALSE,NA
1047,UN_CYPRUS,"""Our top priority must be to tackle the climate crisis, or all our other efforts will be in vain.""

-- @antonioguterres asks #G7 for #ClimateAction leadership at #G7UK. https://t.co/7SOqSx7R6t",FALSE,TRUE,"""Our top priority must be to tackle the climate crisis, or all our other efforts will be in vain.""

-- @antonioguterres asks #G7 for #ClimateAction leadership at #G7UK. https://t.co/7SOqSx7R6t"
1051,UN_CYPRUS,"Our top priority must be to tackle the climate crisis, or all our other efforts will be in vain.

I thanked the #G7 today for their net zero emissions commitments &amp; asked for the #ClimateAction leadership the world needs to build a safe &amp; sustainable future for all. #G7UK https://t.co/6fSdccJ2D5",FALSE,TRUE,"Our top priority must be to tackle the climate crisis, or all our other efforts will be in vain.

I thanked the #G7 today for their net zero emissions commitments &amp; asked for the #ClimateAction leadership the world needs to build a safe &amp; sustainable future for all. #G7UK https://t.co/6fSdccJ2D5"
1058,UN_CYPRUS,"Do you want to become a @UN Youth Champion for Environment and Peace? 

Be part of a 2-week programme &amp; meet young people 2 discuss our shared environment! Apply by 2️⃣8️⃣ June here: https://t.co/hiPESWfsXC

More information: https://t.co/fIVqrkSu4w https://t.co/kHefX4ihQ2",FALSE,FALSE,NA
1059,UN_CYPRUS,"New @GIWPS study indicates that more #womeninpeaceekping can improve community engagement &amp; change the narrative on women’s roles. While we make progress on gender parity, we also need to transform work environments to ensure meaningful participation. #A4P https://t.co/6rk7wCxODl",FALSE,TRUE,"New @GIWPS study indicates that more #womeninpeaceekping can improve community engagement &amp; change the narrative on women’s roles. While we make progress on gender parity, we also need to transform work environments to ensure meaningful participation. #A4P https://t.co/6rk7wCxODl"
1060,UN_CYPRUS,"To reach the goal of net-zero greenhouse gas emissions by 2050, we know #ClimateAction is needed right now. 

Words alone are not enough. Every country, city, and industry needs to act decisively and boldly. 

We have no time to lose. https://t.co/rm4p22OOQo https://t.co/7Xqsk4N4PD",FALSE,TRUE,"To reach the goal of net-zero greenhouse gas emissions by 2050, we know #ClimateAction is needed right now. 

Words alone are not enough. Every country, city, and industry needs to act decisively and boldly. 

We have no time to lose. https://t.co/rm4p22OOQo https://t.co/7Xqsk4N4PD"
1062,UN_CYPRUS,"The fight against climate change is not new. In 1991, state representatives, UN officials, industrial and environmental experts met at @UNGeneva to tackle the growing threat of climate change and its impact on our planet.  🌍

#TBThursday #ActNow https://t.co/pWtVjGZpYq",FALSE,TRUE,"The fight against climate change is not new. In 1991, state representatives, UN officials, industrial and environmental experts met at @UNGeneva to tackle the growing threat of climate change and its impact on our planet.  🌍

#TBThursday #ActNow https://t.co/pWtVjGZpYq"
1064,UN_CYPRUS,"🚨 Applications for the @UN Youth Champion for Environment &amp; Peace programme are open until 28 June!
An ideal opportunity for young Cypriots aged 18-25 to discuss ways to create a peaceful &amp; sustainable environment for both communities.🌱@UN_CYPRUS 
More https://t.co/UzlRN08qQV",FALSE,TRUE,"🚨 Applications for the @UN Youth Champion for Environment &amp; Peace programme are open until 28 June!
An ideal opportunity for young Cypriots aged 18-25 to discuss ways to create a peaceful &amp; sustainable environment for both communities.🌱@UN_CYPRUS 
More https://t.co/UzlRN08qQV"
1071,UN_CYPRUS,"On #WorldEnvironmentDay, a clear message resonated across the globe:
✅ We must heal the 🌍
✅ We must start now
✅ We must work together because everyone has a role to play in reviving the world’s ailing ecosystems

More on #GenerationRestoration 👇
https://t.co/VxzcHjt9v6",FALSE,TRUE,"On #WorldEnvironmentDay, a clear message resonated across the globe:
✅ We must heal the 🌍
✅ We must start now
✅ We must work together because everyone has a role to play in reviving the world’s ailing ecosystems

More on #GenerationRestoration 👇
https://t.co/VxzcHjt9v6"
1073,UN_CYPRUS,"Do you want to learn more about environmental peacebuilding &amp; develop a green social enterprise? 

Apply by 2️⃣8️⃣ June 2 become a @UN Youth Champion for Environment and Peace. 🌱🌎

The programme will run with the @cyBritish through the #COOPower. 

More: https://t.co/AIpct1wAn2 https://t.co/3ZoAVFdXOo",FALSE,FALSE,NA
1076,UN_CYPRUS,"Our peacekeepers are committed to preserving the environment for the communities they serve.🌱🌍
@UN_CYPRUS personnel joined forces w/ local youth to clean up the bufferzone in the Atheniou Municipality on the occasion of last week's #WorldEnvironmentDay. https://t.co/bIAioGLNat https://t.co/FJOm9zSuXT",FALSE,TRUE,"Our peacekeepers are committed to preserving the environment for the communities they serve.🌱🌍
@UN_CYPRUS personnel joined forces w/ local youth to clean up the bufferzone in the Atheniou Municipality on the occasion of last week's #WorldEnvironmentDay. https://t.co/bIAioGLNat https://t.co/FJOm9zSuXT"
1077,UN_CYPRUS,"Today is #UNWorldOceansDay 🌊

Oceans are our planet’s 💙, they give life to humans and nature. They are also our best hope to tackle the issues posed by climate change. Join this year’s event presenting solutions to protect it: 
👉 https://t.co/MovHpYhw7X https://t.co/fBvlDQowqt",FALSE,TRUE,"Today is #UNWorldOceansDay 🌊

Oceans are our planet’s 💙, they give life to humans and nature. They are also our best hope to tackle the issues posed by climate change. Join this year’s event presenting solutions to protect it: 
👉 https://t.co/MovHpYhw7X https://t.co/fBvlDQowqt"
1080,UN_CYPRUS,"Do you want to become a UN #YouthChampion for Environment &amp; Peace?🌱🕊
Be part of a unique 2-week programme in Cyprus! 
Apply by 28 June here: https://t.co/ZsgBLXLEYJ
The programme will run by #UNFICYP in collaboration with the @cyBritish through the #COOPower project. https://t.co/5fCaOAcdo4",FALSE,TRUE,"Do you want to become a UN #YouthChampion for Environment &amp; Peace?🌱🕊
Be part of a unique 2-week programme in Cyprus! 
Apply by 28 June here: https://t.co/ZsgBLXLEYJ
The programme will run by #UNFICYP in collaboration with the @cyBritish through the #COOPower project. https://t.co/5fCaOAcdo4"
1081,UN_CYPRUS,"For this edition of our podcast, we spoke with 2 colleagues who are contributing to maintain our shared environment inside the #bufferzone: Fire Fighter Nadeem Qadir &amp; Milan Kljajic, Chairperson of the environmental committee. 

Listen here🎤https://t.co/pTqAhL98WJ https://t.co/qGrIt6HZws",FALSE,FALSE,NA
1084,UN_CYPRUS,"If you are between the ages of 18-25, living in Cyprus and have an interest in environmental peacebuilding and social entrepreneurship, this program by @UNFICYP might be just what you need! 
Deadline: 28 June, details below! 👇
 https://t.co/wSOqhPngtN",FALSE,TRUE,"If you are between the ages of 18-25, living in Cyprus and have an interest in environmental peacebuilding and social entrepreneurship, this program by @UNFICYP might be just what you need! 
Deadline: 28 June, details below! 👇
 https://t.co/wSOqhPngtN"
1091,UN_CYPRUS,"Restoring ecosystems large &amp; small ✅protects + ✅improves the livelihoods of people who depend on them. 

Join a #GenerationRestoration event for #WorldEnvironmentDay &amp; show your support for ecosystems &amp; livelihoods w/ @UNEP https://t.co/ppyk4r3XnX
#ForNature #forpeopleandplanet https://t.co/YuDfih3Ojw",FALSE,TRUE,"Restoring ecosystems large &amp; small ✅protects + ✅improves the livelihoods of people who depend on them. 

Join a #GenerationRestoration event for #WorldEnvironmentDay &amp; show your support for ecosystems &amp; livelihoods w/ @UNEP https://t.co/ppyk4r3XnX
#ForNature #forpeopleandplanet https://t.co/YuDfih3Ojw"
1092,UN_CYPRUS,"This year's #WorldEnvironmentDay has shown the determination of the global community to restore ecosystems for the benefit of people and #ForNature.

We need everyone on board. And each of us can contribute. 

It's time for #GenerationRestoration. https://t.co/P5r3nobOdD",FALSE,TRUE,"This year's #WorldEnvironmentDay has shown the determination of the global community to restore ecosystems for the benefit of people and #ForNature.

We need everyone on board. And each of us can contribute. 

It's time for #GenerationRestoration. https://t.co/P5r3nobOdD"
1094,UN_CYPRUS,"Environmental degradation is often a cause of conflict. 🌳🌍
See how @UN_CYPRUS Youth Champions for Environment &amp; Peace Evgenia &amp; Vijdan take concrete actions to make peace with nature &amp; build a better future for their communities.  https://t.co/Y75imeD0gE #GenerationRestoration",FALSE,TRUE,"Environmental degradation is often a cause of conflict. 🌳🌍
See how @UN_CYPRUS Youth Champions for Environment &amp; Peace Evgenia &amp; Vijdan take concrete actions to make peace with nature &amp; build a better future for their communities.  https://t.co/Y75imeD0gE #GenerationRestoration"
1095,UN_CYPRUS,"The Earth is resilient but she needs our help, says @UN Secretary-General @antonioguterres in his message for World #EnvironmentDay2021 .
Find out how the United Nations is tackling climate change here ➡  https://t.co/R5nEg0BGQ4
#EnvironmentDay 
#GenerationRestoration https://t.co/j5KgHQqBbQ",FALSE,TRUE,"The Earth is resilient but she needs our help, says @UN Secretary-General @antonioguterres in his message for World #EnvironmentDay2021 .
Find out how the United Nations is tackling climate change here ➡  https://t.co/R5nEg0BGQ4
#EnvironmentDay 
#GenerationRestoration https://t.co/j5KgHQqBbQ"
1097,UN_CYPRUS,"3️⃣...2️⃣...1️⃣ Happy #WorldEnvironmentDay 🎉🎉🎉

Find out everything happening and how to take part ⤵️

#GenerationRestoration 
https://t.co/xiTAo3zRXx",FALSE,TRUE,"3️⃣...2️⃣...1️⃣ Happy #WorldEnvironmentDay 🎉🎉🎉

Find out everything happening and how to take part ⤵️

#GenerationRestoration 
https://t.co/xiTAo3zRXx"
